Cities,Count,Lat,Lng
Terrytown,3,29.910205,-90.0325709
Green Valley,3,31.8542511,-110.9937019
Hamptons At Boca Raton,3,26.3825767,-80.1858792
Boulder,3,40.0149856,-105.2705456
Pecan Grove,3,29.6260681,-95.7316156
Emmett,3,43.8734978,-116.4993012
Waukesha,3,43.0116784,-88.2314813
Belleville,3,38.5200504,-89.9839935
Woodhaven,3,42.1389839,-83.24179939999999
Fort Collins,3,40.5852602,-105.084423
Oxnard,3,34.1975048,-119.1770516
Burton,3,36.7585937,-95.939319
Seaford,3,40.6659344,-73.4881809
Twin Falls,3,42.5558381,-114.4700518
Sauk Rapids,3,45.5919097,-94.16610109999999
Hamburg,3,53.5510846,9.9936819
Suamico,3,44.6319369,-88.0392708
Kapaa,3,22.0881391,-159.3379818
Weyburn,3,49.6632836,-103.8532906
Cahokia,3,38.6550643,-90.0618228
Havre De Grace,3,39.5492792,-76.09161700000001
Montrose,3,38.4783198,-107.8761738
Raymore,3,38.801953,-94.4527294
Bakersfield,3,35.3732921,-119.0187125
Balch Springs,3,32.7287413,-96.62277139999999
Elizabethton,3,36.3487196,-82.21068760000001
Warrington,3,53.3900441,-2.5969501
Farmers Branch,3,32.9265137,-96.89611509999999
Sunrise,3,38.9566722,-95.2310194
Louisville,3,38.2526647,-85.7584557
Southbridge,3,42.0751065,-72.0333905
Clearlake,3,38.9582307,-122.6263728
South Yuba City,3,39.1165329,-121.637973
Round Rock,3,30.5082551,-97.678896
South Bradenton,3,27.4630959,-82.5817641
Sacramento,3,38.5815719,-121.4943996
Sun City,3,33.5975393,-112.2718239
Deerfield Beach,3,26.3184123,-80.09976569999999
Huntington Beach,3,33.6594835,-117.9988026
Saint Helens,3,45.85896100000001,-122.8212356
Herndon,3,38.9695545,-77.3860976
North Charleston,3,32.8771106,-80.0130514
Centreville,3,38.8403909,-77.42887689999999
West Chester,3,39.9606643,-75.6054882
Ypsilanti,3,42.2411499,-83.61299389999999
Pleasant Grove,3,40.3641184,-111.73854
Fernley,3,39.6079683,-119.2518349
Adelanto,3,34.5827699,-117.409215
Coral Terrace,3,25.7459338,-80.30449569999999
Middletown,3,41.5623209,-72.6506488
Moundsville,3,39.9203526,-80.7431407
Los Alamos,3,35.8800364,-106.3031138
Key Biscayne,3,25.693713,-80.1628248
Steamboat Springs,3,40.4849769,-106.8317158
Sylvania,3,38.9440336,-94.7549033
Birmingham,3,33.5185892,-86.8103567
Palm Harbor,3,28.0780718,-82.7637127
Moline,3,41.5067003,-90.51513419999999
Carson City,3,39.1637984,-119.7674034
Red Bluff,3,40.1784886,-122.2358302
North Ridgeville,3,41.3894905,-82.01903209999999
Ingleside,3,27.8778026,-97.211657
Spring,3,37.0914454,-95.7756794
Girard,3,37.5111596,-94.8380215
Gravelbourg,3,49.8756758,-106.5573172
Burley,3,42.5357428,-113.7927948
Chaska,3,44.7893446,-93.60183889999999
Grandview,3,38.8858407,-94.5330096
Melita,3,49.2720603,-100.9930189
Richmond Hill,3,31.9382652,-81.3034433
Pooler,3,32.115481,-81.2470574
Palm City,3,27.1678268,-80.2661591
Webster,3,43.2122851,-77.4299939
Norton,3,39.8378253,-99.8880253
Safford,3,32.8339546,-109.70758
Kendallville,3,41.4414384,-85.2649754
Cody,3,44.52634219999999,-109.0565308
Ware,3,42.2598457,-72.2398566
Live Oak,3,30.2949457,-82.98402000000002
New Port Richey,3,28.2441768,-82.7192671
Forest Hills,3,39.0902286,-84.3436881
Willow Grove,2,40.1439985,-75.1157286
Baltimore,2,39.2903848,-76.6121893
Ontario,2,51.253775,-85.323214
Kendall,2,37.93473729999999,-101.5460038
Apple Valley,2,34.5008311,-117.1858759
Cedar Hill,2,32.5884689,-96.9561152
Brigham City,2,41.5102129,-112.0155015
Damascus,2,33.5138073,36.2765279
Sunnyvale,2,37.36883,-122.0363496
Holt,2,37.225552,-95.716393
Muskegon Heights,2,43.2011264,-86.23894639999999
Parkville,2,39.1950029,-94.6821806
Standish,2,43.9830762,-83.95888029999999
Macedonia,2,41.608635,21.745275
Cutler Ridge,2,25.5808323,-80.34685929999999
Saint George,2,37.0965278,-113.5684164
North Laurel,2,39.1389968,-76.8705293
Jenison,2,42.907248,-85.79197839999999
High Point,2,35.9556923,-80.0053176
Plum,2,41.4799567,-81.71420669999999
Guerrero,2,17.4391926,-99.54509739999999
Ironton,2,38.5367471,-82.6829406
Lake Saint Louis,2,38.7809384,-90.78836040000002
Venice,2,45.4408474,12.3155151
Buxton,2,37.4483826,-95.9205379
Rock Springs,2,38.2916502,-85.5082529
West Mifflin,2,40.3634026,-79.86643749999999
Westmont,2,41.7958639,-87.9756175
Elk Grove,2,38.4087993,-121.3716178
Beachwood,2,41.4644979,-81.5087322
Gilbert,2,33.3528264,-111.789027
Princeton,2,40.3430942,-74.65507389999999
Cherry Hill,2,39.926813,-75.0246312
Miami Lakes,2,25.9087056,-80.30866189999999
Amherst,2,42.3732216,-72.5198537
Alliance,2,40.9153362,-81.10593089999999
Camp Springs,2,38.8040027,-76.90663959999999
Bremerton,2,47.5650067,-122.6269768
Janesville,2,42.6827885,-89.0187222
Desoto,2,32.5896998,-96.8570738
Ravenna,2,44.4183598,12.2035294
Deltona,2,28.9005446,-81.26367379999999
College Park,2,38.9896967,-76.93776
Richland Hills,2,32.8091672,-97.2316869
Tipp City,2,39.9583892,-84.17216379999999
Cross Lanes,2,38.4203709,-81.7906847
South Houston,2,29.663008,-95.2354902
Clearwater,2,27.9658533,-82.8001026
Bonney Lake,2,47.1770457,-122.1865055
New Braunfels,2,29.7030024,-98.1244531
Millville,2,39.4020596,-75.0393438
East Millcreek,2,40.6999471,-111.8104888
Woodland,2,38.67851570000001,-121.7732971
Seabrook,2,47.1955483,-124.1963636
Tamarac,2,26.2128609,-80.2497707
Lake Shore,2,42.6487736,-79.0376357
Dingle,2,52.14093889999999,-10.2640135
Merrydale,2,30.5013004,-91.1084389
Lake Magdalene,2,28.0741832,-82.4717613
Vancouver,2,49.2827291,-123.1207375
Marrero,2,29.8993723,-90.1003506
East Ridge,2,44.88608199999999,-92.9322831
Bridgeton,2,39.427337,-75.2340768
East Islip,2,40.7320429,-73.1856703
Gulf Gate Estates,2,27.2594935,-82.50676360000001
Edgewood,2,41.247419,-96.19084
Flower Mound,2,33.0145673,-97.0969552
Cocoa,2,37.7211117,-97.2433762
Pinawa,2,50.1503346,-95.8798382
Green,2,37.09024,-95.712891
Margate,2,26.2445263,-80.206436
Hilliard,2,40.0333961,-83.1582451
Somerville,2,42.3875968,-71.0994968
Corvallis,2,44.5645659,-123.2620435
Epsom,2,51.336036,-0.267382
Pittsburgh,2,40.44062479999999,-79.9958864
Crofton,2,39.0017772,-76.68746709999999
North Marysville,2,48.099265,-122.1487495
Grants Pass,2,42.4390069,-123.3283925
South Lake Tahoe,2,38.939926,-119.9771868
Skowhegan,2,44.76503659999999,-69.7193803
Greer,2,34.9387279,-82.2270568
Silver City,2,32.770075,-108.280326
Fort Myers,2,26.640628,-81.8723084
North Adams,2,42.70091499999999,-73.1087148
Richfield,2,44.8832982,-93.28300209999999
East Highland Park,2,37.5809789,-77.4069263
Tarrytown,2,41.0762077,-73.85874609999999
Zion,2,37.2982022,-113.0263005
Forest Hill,2,32.6601003,-97.2698712
Sugar Hill,2,34.1064895,-84.0335197
Sturgeon Bay,2,44.8341639,-87.3770419
Sanger,2,36.708006,-119.5559652
Bluefield,2,37.252617,-81.2712105
West University Place,2,29.7180075,-95.43382919999999
Tacoma,2,47.2528768,-122.4442906
Lino Lakes,2,45.1602442,-93.0888324
The Colony,2,33.0806083,-96.89283089999999
Steubenville,2,40.3697905,-80.63396379999999
Southbury,2,41.4793072,-73.2133715
Olivehurst,2,39.0954484,-121.5521858
Sparks,2,39.8574972,-95.1902525
Cary,2,35.79154,-78.7811169
Los Banos,2,37.0582786,-120.8499151
Camp Verde,2,34.5636358,-111.8543178
Wasco,2,35.5941238,-119.3409457
Grand Prairie,2,32.7459645,-96.99778459999999
Orlando,2,28.5383355,-81.3792365
Newburgh,2,41.5034271,-74.0104178
Colesville,2,39.0756643,-77.0019212
Berkeley Heights,2,40.6808726,-74.4310524
Fort Frances,2,48.6099494,-93.3955282
Bellefontaine,2,40.3611643,-83.7596557
Coaticook,2,45.1325529,-71.80318849999999
Modesto,2,37.6392595,-120.9970014
University Park,2,32.8550377,-96.797592
Arnold,2,38.4328317,-90.3776187
West Freehold,2,40.2357558,-74.29662669999999
Caledonia,2,42.7891985,-85.5166864
Shelton,2,47.2150945,-123.1007066
Mayfield Heights,2,41.5192189,-81.45789599999999
Nampa,2,43.5788175,-116.55978
Hurricane,2,36.1475,-95.9419444
Albuquerque,2,35.0843859,-106.650422
Pharr,2,26.1947962,-98.1836216
Altamont,2,37.74358,-121.663109
Watsonville,2,36.910231,-121.7568946
Bartlett,2,41.9950276,-88.1856301
Hialeah Gardens,2,25.8650961,-80.3244957
Hollywood,2,34.0928092,-118.3286614
Nicholasville,2,37.8806341,-84.5729961
Waco,2,31.549333,-97.1466695
Phillipsburg,2,40.69370989999999,-75.1901761
Minnehaha,2,44.9153307,-93.21100059999999
Port Washington,2,40.8256561,-73.69818579999999
Coral Springs,2,26.271192,-80.2706044
Eldersburg,2,39.40371469999999,-76.9502567
Friendly,2,37.0112917,-95.9287241
Waldorf,2,39.0085154,-95.2062011
East Peoria,2,40.666149,-89.5800978
Anaconda,2,30.2705624,-97.7395908
Ridgecrest,2,35.6224561,-117.6708966
Buckeye,2,33.3703197,-112.5837766
Marana,2,32.436381,-111.2224422
North Andrews Gardens,2,26.1911,-80.14457399999999
Woodbridge,2,40.5575986,-74.2846022
Palmdale,2,34.5794343,-118.1164613
Saint Louis,2,38.6270025,-90.19940419999999
Glen Carbon,2,38.7483814,-89.98315799999999
Riverside,2,33.9806005,-117.3754942
Lahaina,2,20.8783333,-156.6825
Loganville,2,33.8389977,-83.90073819999999
Atwater,2,37.3477174,-120.609084
Mounds View,2,45.1049656,-93.2085582
Reidsville,2,36.3548586,-79.6644747
Exeter,2,42.9814292,-70.9477546
Steger,2,41.4700348,-87.636432
Belen,2,34.6627652,-106.7761546
Waterboro,2,43.5354332,-70.7145912
Aguadilla,2,18.4274454,-67.1540698
Yarmouth,2,41.7056291,-70.2286681
Helena,2,46.5891452,-112.0391057
Ammon,2,43.4696366,-111.9666355
Cicero,2,41.8455877,-87.7539448
American Fork,2,40.3768954,-111.7957645
East Lake,2,33.7475043,-84.30028639999999
Turlock,2,37.4945743,-120.8459786
Tracy,2,37.7396513,-121.4252227
Nederland,2,39.9613759,-105.5108312
Roy,2,41.1616108,-112.0263313
New Baltimore,2,42.6811436,-82.7368616
Blythe,2,33.6177725,-114.5882607
Grandville,2,42.9097484,-85.7630885
Hanford,2,36.3274502,-119.6456844
Cedar Park,2,30.505198,-97.8202888
Kelso,2,46.146779,-122.9084445
Flint,2,43.0125274,-83.6874562
Little Chute,2,44.2799872,-88.3184394
Duluth,2,46.78667189999999,-92.1004852
Aventura,2,25.9564812,-80.1392121
Irondale,2,33.5381601,-86.70721019999999
Sandy Springs,2,33.9304352,-84.3733147
Dillon,2,39.6302643,-106.0433518
Rowlett,2,32.9029017,-96.56388
Ramsey,2,41.0573188,-74.1409771
Lawrenceville,2,40.3016375,-74.7361013
Twentynine Palms,2,34.1355582,-116.0541689
Mount Clemens,2,42.5972563,-82.8779754
Lander,2,42.833014,-108.7306725
Farragut,2,35.8778548,-84.17113450000001
Sycamore,2,38.6986462,-92.23213
West Columbia,2,33.9934867,-81.0739825
Fortuna Foothills,2,32.6578265,-114.4118901
Century Village,2,26.7139537,-80.1289324
Tucson,2,32.2226066,-110.9747108
Douglasville,2,33.7514966,-84.7477136
Golden,2,39.755543,-105.2210997
Barre,2,36.1071525,-95.97513359999999
Palm Beach,2,26.7056206,-80.0364297
Apopka,2,28.6934076,-81.5322149
West Wendover,2,40.739097,-114.073345
Bellefontaine Neighbors,2,38.7403281,-90.2265001
Lathrop,2,37.8227046,-121.27661
Groves,2,29.94826949999999,-93.9171155
Old Saybrook,2,41.2960159,-72.38453009999999
White Settlement,2,32.7597739,-97.45909859999999
West Melbourne,2,28.0716832,-80.65338779999999
Holly Springs,2,35.6512655,-78.8336218
Yuba City,2,39.1404477,-121.6169108
Hollister,2,36.06309600000001,-95.881996
Springdale,2,36.18674420000001,-94.1288141
Villas,2,36.2811602,-95.8097935
Alton,2,38.8906038,-90.1842764
Rossland,2,49.0781415,-117.8000037
Highview,2,48.4465694,-89.24815
Vacaville,2,38.3565773,-121.9877444
Mountain Brook,2,33.5009384,-86.75221069999999
Jasmine Estates,2,28.2930632,-82.6901003
Miami Springs,2,25.8223198,-80.289495
Painesville,2,41.7244885,-81.245657
Commerce City,2,39.8083196,-104.9338675
Wolfeboro,2,43.5852069,-71.20947989999999
Schenectady,2,42.8142432,-73.9395687
Ann Arbor,2,42.2808256,-83.7430378
Joliet,2,41.525031,-88.0817251
Charlotte,2,35.2270869,-80.8431267
Greece,2,39.074208,21.824312
Town And Country,2,37.66598,-121.874618
Mauldin,2,34.77873,-82.310119
Chino Valley,2,34.7575227,-112.4537809
Lake Ronkonkoma,2,40.8320984,-73.1053707
Prescott,2,34.5400242,-112.4685025
Austintown,2,41.1017247,-80.7645239
Savage,2,37.016569,-95.61572360000001
Piqua,2,40.1447732,-84.24244490000001
Moreno Valley,2,33.9424658,-117.2296717
Johnston,2,41.6709834,-93.7130493
Kuna,2,43.4918307,-116.4201223
Vandalia,2,38.9606009,-89.0936778
Franklin Park,2,41.9348537,-87.87952299999999
West Palm Beach,2,26.7153424,-80.0533746
Batavia,2,41.8500284,-88.3125738
Coldwater,2,41.9403263,-85.00052149999999
South Lyon,2,42.46059,-83.6516063
Canby,2,45.262316,-122.6921253
Oakdale,2,37.7666263,-120.8470308
Fallon,2,39.4748693,-118.7770407
Phoenix,2,33.4483771,-112.0740373
Sharon,2,42.1236499,-71.1786237
Elkton,2,39.60677889999999,-75.83327179999999
Annapolis,2,38.9784453,-76.4921829
Villa Rica,2,33.732052,-84.9191081
Suisun City,2,38.2382474,-122.040244
Bonita Springs,2,26.339806,-81.7786972
Cooper City,2,26.0573112,-80.271716
Bath,2,51.3810641,-2.3590167
Fargo,2,46.8771863,-96.7898034
Cortez,2,37.3488827,-108.5859265
Conyers,2,33.6676103,-84.01769039999999
Dinuba,2,36.5432837,-119.3870656
Fort Carson,2,38.7421321,-104.7920877
Makakilo City,2,21.3469444,-158.0858333
Temecula,2,33.4936391,-117.1483648
Jeffersonville,2,38.2775702,-85.7371847
Bolingbrook,2,41.69864159999999,-88.0683955
Edmundston,2,47.3690127,-68.32667409999999
Tulare,2,36.2077288,-119.3473379
Murphy,2,37.225371,-95.73769999999999
Makaha,2,21.4634328,-158.2206477
Jensen Beach,1,27.2544906,-80.22976969999999
Westchester,1,41.1220194,-73.7948516
Carmel,1,36.5552386,-121.9232879
South Salt Lake,1,40.7188354,-111.8882691
North Royalton,1,41.3136644,-81.7245739
Payette,1,44.0782195,-116.9337711
Overland,1,38.927869,-94.690855
Chesterton,1,41.6105937,-87.06419919999999
Grover Beach,1,35.1216424,-120.6212821
Whitefish,1,48.4106373,-114.3352652
Broomfield,1,39.9205411,-105.0866504
Alpine,1,46.606474,-112.00982
Perth Amboy,1,40.5067723,-74.2654234
Muskegon,1,43.2341813,-86.24839209999999
Forestville,1,38.4735237,-122.8902721
Ellington,1,41.91728260000001,-72.458236
Doctor Phillips,1,28.4494501,-81.4922945
Moultonborough,1,43.7551145,-71.39653059999999
Klamath Falls,1,42.224867,-121.7816704
Perry Hall,1,39.4126073,-76.463574
Kennesaw,1,34.0234337,-84.6154897
Hesperia,1,34.4263886,-117.3008784
Arvin,1,35.2017986,-118.833105
Patchogue,1,40.7659783,-73.01934299999999
Peekskill,1,41.2900939,-73.9204158
Kings Point,1,40.8198231,-73.7351316
Hillsborough,1,36.0754183,-79.0997347
Poughkeepsie,1,41.7003713,-73.9209701
Sterling Heights,1,42.5803122,-83.0302033
Los Altos,1,37.3852183,-122.1141298
Bloomfield,1,40.8067546,-74.1854209
Atikokan,1,48.7597531,-91.6181716
Gahanna,1,40.0192307,-82.8793446
Arcata,1,40.8665166,-124.0828396
Oviedo,1,28.669997,-81.20812029999999
Grand Junction,1,39.0638705,-108.5506486
Chelsea,1,36.535647,-95.432474
Goodings Grove,1,41.6291984,-87.93088929999999
Lexington-Fayette,1,38.0405837,-84.5037164
Lorain,1,41.452819,-82.1823746
Carol Stream,1,41.91252859999999,-88.13479269999999
Davis,1,38.5449065,-121.7405167
Whitehall,1,40.7030185,-74.0130148
El Centro,1,32.77976,-96.805331
Wood River,1,38.861159,-90.0976069
Harker Heights,1,31.0835102,-97.6597376
Huntingdon,1,40.48479589999999,-78.0102813
Rio Grande City,1,26.3797874,-98.8203046
Cottonwood,1,34.7391876,-112.0098791
South Holland,1,41.6008681,-87.60698939999999
Lantana,1,33.08371,-97.11978669999999
Wethersfield,1,41.7063537,-72.6596244
Brecksville,1,41.31977630000001,-81.62679039999999
Lake Park,1,36.6777497,-95.1200384
Fairmount,1,37.7153003,-97.2912444
Fullerton,1,33.8703645,-117.9242123
Mission Bend,1,29.6938429,-95.6649468
Linda,1,36.74913720000001,-95.9767226
Wilsonville,1,45.3029903,-122.7726501
Goldenrod,1,28.6102772,-81.2886784
Healdsburg,1,38.6104658,-122.8691609
Riviera Beach,1,26.7753405,-80.0580969
Gilroy,1,37.0029828,-121.5566373
Newington,1,41.6972996,-72.7228293
Carol City,1,25.9395677,-80.2784745
Caldwell,1,40.8398218,-74.2765366
Paramus,1,40.9445428,-74.0754189
Hugo,1,36.6905556,-79.8730556
Haverhill,1,42.7762015,-71.0772796
Rosedale,1,40.6584068,-73.7389596
Raymond,1,42.3282995,-75.77602159999999
South River,1,40.446495,-74.38598309999999
Great Neck,1,40.8006567,-73.7284647
North Massapequa,1,40.70093370000001,-73.4620685
Highlands Ranch,1,39.5480789,-104.9739333
San Luis Obispo,1,35.2827524,-120.6596156
Sun City West,1,33.6619819,-112.3412726
Stow,1,41.1595005,-81.44038979999999
Cookshire,1,45.4130975,-71.6262871
Shoreview,1,45.0791325,-93.14716670000001
Long Branch,1,40.30427780000001,-73.9923596
Roseville,1,38.7521235,-121.2880059
Osoyoos,1,49.032304,-119.468163
San Carlos Park,1,26.4673016,-81.8014742
Kahului,1,20.8893351,-156.4729469
Hayden,1,47.76601609999999,-116.7865815
Fontana,1,34.0922335,-117.435048
Hopatcong,1,40.9328762,-74.6593281
South San Francisco,1,37.654656,-122.4077498
Hebron,1,31.532569,35.09982600000001
Portage Lakes,1,41.0072779,-81.52706169999999
Glenwood Springs,1,39.5505376,-107.3247762
Rancho Cordova,1,38.5890723,-121.302728
Charlestown,1,42.3782065,-71.0602131
Manati,1,18.433005,-66.4758583
Speedway,1,36.9857328,-95.64044489999999
Miami Shores,1,25.8631515,-80.1928253
Coppell,1,32.9545687,-97.01500779999999
Waterbury,1,41.5581525,-73.0514965
Catano,1,18.4465355,-66.1355775
Romulus,1,42.2222614,-83.39659940000001
Blaine,1,45.1607987,-93.23494889999999
Keizer,1,44.9901194,-123.0262077
Cloquet,1,46.7217735,-92.46118249999999
Stuart,1,27.197548,-80.2528257
Tucker,1,33.8545479,-84.2171424
Chandler,1,33.3061605,-111.8412502
Aguada,1,18.3801579,-67.188704
Madawaska,1,47.35531539999999,-68.3217027
Pine Castle,1,30.2718348,-81.6119405
Camas,1,45.58671280000001,-122.402442
Beavercreek,1,39.7092262,-84.06326849999999
Indian Harbour Beach,1,28.1489021,-80.5883855
Glen Cove,1,40.8623217,-73.6337389
Trumbull,1,41.2428563,-73.2006639
Round Lake Beach,1,42.37168810000001,-88.0900815
Ballwin,1,38.5950532,-90.54623389999999
Kearns,1,40.6599468,-111.9963275
Bucyrus,1,40.8083909,-82.97546489999999
Humble,1,29.99883119999999,-95.26215529999999
Warr Acres,1,35.5223057,-97.6189809
Streetsboro,1,41.2392227,-81.3459405
Kihei,1,20.7644275,-156.4450063
Kennewick,1,46.2086683,-119.119948
Struthers,1,41.0525588,-80.6078509
Rotterdam,1,51.9244201,4.4777326
East Saint Louis,1,38.624514,-90.1506465
Springville,1,40.1652335,-111.6107526
Walnut,1,34.0202894,-117.8653386
Isla Vista,1,34.4133292,-119.8609718
Darien,1,41.0771914,-73.4686858
Cudahy,1,33.9608646,-118.1857858
Scottsdale,1,33.4941704,-111.9260519
Ludlow,1,42.1600936,-72.47591899999999
Jefferson,1,37.1095843,-95.76257129999999
Chicago,1,41.8781136,-87.6297982
South Valley,1,34.5793597,-118.0569701
Hermon,1,33.4161617,35.8570262
Hazleton,1,40.9584181,-75.97464719999999
Elfers,1,28.2166778,-82.7223228
Harwich,1,41.6716498,-70.0622231
Selden,1,40.8664873,-73.0356625
University Place,1,47.2356536,-122.5504041
Two Rivers,1,33.7194564,-84.1148532
Littleton,1,39.613321,-105.0166498
Forest Grove,1,45.526998,-123.1211134
Clark,1,37.2234756,-95.70155749999999
Grand Rapids,1,42.9633599,-85.6680863
Evanston,1,42.0450722,-87.68769689999999
Nanticoke,1,41.2053599,-76.00492299999999
Ogdensburg,1,44.6942291,-75.48633640000001
Okemos,1,42.722257,-84.4274744
Opa-Locka,1,25.9023168,-80.25032709999999
Bellmawr,1,39.8676134,-75.0946182
Swanzey,1,42.8741204,-72.2795383
Stony Point,1,37.0528532,-95.8016463
Yonkers,1,40.9312099,-73.89874689999999
Albion,1,42.2423239,-84.7532696
Worcester,1,42.2625932,-71.8022934
Solon,1,41.3897764,-81.44122589999999
East Grand Rapids,1,42.941139,-85.61002769999999
West Seneca,1,42.8358977,-78.7538895
Willimantic,1,41.7106543,-72.2081338
North Plainfield,1,40.6301025,-74.4273743
North Miami Beach,1,25.9331488,-80.1625463
Maple Shade,1,39.9526127,-74.9923915
Glendale,1,34.1425078,-118.255075
Norland,1,25.9489817,-80.2122701
Naugatuck,1,41.485921,-73.0506972
Belvedere Park,1,34.034757,-118.158516
Reston,1,38.9586307,-77.35700279999999
Spanish Lake,1,38.7878275,-90.2159441
Mililani Town,1,21.4513314,-158.0152807
Eloy,1,32.7558962,-111.554844
Holden,1,38.7247303,-93.9933942
East Point,1,33.6795531,-84.43937240000001
Norcross,1,33.9412127,-84.2135309
Paradise,1,39.7596061,-121.6219177
Mason,1,39.3600586,-84.309939
Trujillo Alto,1,18.3563169,-66.0033838
Auburn Hills,1,42.6875323,-83.2341028
South Daytona,1,29.1658158,-81.0044995
Northbridge,1,42.1516323,-71.6494407
West Sacramento,1,38.5804609,-121.530234
Levittown,1,40.7259336,-73.51429209999999
Chamblee,1,33.8920468,-84.29881259999999
Youngstown,1,41.0997803,-80.6495194
Akron,1,41.0814447,-81.51900529999999
Flowing Wells,1,32.2943528,-111.01206
Haltom City,1,32.7995738,-97.26918169999999
Coconut Creek,1,26.2517482,-80.17893509999999
Middle River,1,39.3342744,-76.4394056
Weirton,1,40.41895660000001,-80.58951669999999
Casselberry,1,28.677775,-81.3278455
Lindsay,1,36.2030064,-119.08816
Wilmington Manor,1,39.6867795,-75.5843694
Patterson,1,36.0706189,-95.8132011
Orland Park,1,41.6303103,-87.85394250000002
Ashtabula,1,41.8650534,-80.7898089
North Providence,1,41.8535518,-71.46766389999999
Hilo,1,19.7241106,-155.0868193
Somers Point,1,39.3160641,-74.60530469999999
Brigantine,1,32.9794572,-117.2687609
Coachella,1,33.6803003,-116.173894
Cuervos,1,49.257433,-123.0911109
New Carrollton,1,38.9657249,-76.88024829999999
Brookside,1,36.0991307,-94.1627742
Blue Ash,1,39.2320029,-84.3782734
Asheville,1,35.5950581,-82.5514869
Bayonne,1,40.6687141,-74.1143091
Anasco,1,18.2854476,-67.1402935
Maple Grove,1,45.0724642,-93.4557877
Toledo,1,41.6528052,-83.5378674
Novi,1,42.48059,-83.4754913
Boulder City,1,35.9782216,-114.8345117
Drexel Heights,1,32.1411888,-111.028427
South Venice,1,27.0531128,-82.4242627
Snohomish,1,47.91287560000001,-122.0981847
Sandpoint,1,48.276577,-116.553465
Sarasota Springs,1,27.308936,-82.47954059999999
Philadelphia,1,39.9525839,-75.1652215
Eastchester,1,40.95956049999999,-73.8095574
Pembroke Pines,1,26.007765,-80.2962555
Oregon City,1,45.3364465,-122.6050422
West Carrollton City,1,39.6722812,-84.2521632
Los Lunas,1,34.806166,-106.7333599
West Saint Paul,1,44.9160768,-93.10160739999999
Cartersville,1,34.1650972,-84.7999382
Port Hueneme,1,34.1477829,-119.1951074
Tolland,1,41.8714865,-72.3686931
University City,1,38.6682407,-90.3324856
Pottstown,1,40.2453741,-75.6496302
Windsor Locks,1,41.9242917,-72.6454469
Wrentham,1,42.0667652,-71.3281114
Plantation,1,26.1275862,-80.23310359999999
Road Town,1,18.4286115,-64.6184657
Bethel Park,1,40.3275697,-80.0394977
Kannapolis,1,35.4873613,-80.6217341
Groton,1,42.6112018,-71.5745152
Hemet,1,33.7475203,-116.9719684
Redford,1,42.3944486,-83.2973732
North Atlanta,1,33.8654904,-84.4464967
Cedar Mill,1,45.5264131,-122.7927916
Beach Park,1,42.4222435,-87.85729549999999
Mier,1,40.5753176,-85.8255386
Laconia,1,43.5278546,-71.4703509
Columbia Heights,1,45.0481968,-93.2474098
Richmond Heights,1,38.6286631,-90.31955959999999
Visalia,1,36.3302284,-119.2920585
Ewing,1,36.0764431,-95.8572025
North Aurora,1,41.8061399,-88.3272952
South Charleston,1,38.3685523,-81.69988649999999
Moca,1,34.0507666,-118.2384189
Oakland,1,37.8043514,-122.2711639
Winter Haven,1,28.0222435,-81.7328567
Reno,1,39.5296329,-119.8138027
Bexley,1,39.9689532,-82.93768039999999
San Jose,1,37.3382082,-121.8863286
Santa Maria,1,34.9530337,-120.4357191
Centennial,1,39.5807452,-104.8771726
Winthrop,1,34.9395137,-81.0320796
Allouez,1,44.4774923,-88.0162144
Huber Heights,1,39.843947,-84.12466080000002
Storrs,1,41.8084314,-72.24952309999999
Collinsville,1,36.3645384,-95.83887659999999
Hartland,1,43.105008,-88.3420398
Half Moon Bay,1,37.4635519,-122.4285862
Holladay,1,40.6688363,-111.8246557
Coon Rapids,1,45.1732394,-93.30300629999999
Enfield,1,42.0027181,-72.5441445
Phoenixville,1,40.1303822,-75.51491279999999
Kansas City,1,39.0997265,-94.5785667
Banning,1,33.9255713,-116.8764103
Lansdale,1,40.2414952,-75.2837862
Newport Beach,1,33.6188829,-117.9298493
Lakewood,1,40.08212899999999,-74.2097014
Waipahu,1,21.3866667,-158.0091667
Lindenhurst,1,40.68676670000001,-73.3734547
Winston-Salem,1,36.09985959999999,-80.244216
Kalispell,1,48.1919889,-114.316813
Olney,1,38.7308811,-88.0853154
Uxbridge,1,42.07724289999999,-71.6302532
Pike Creek,1,39.7309451,-75.704099
Kent,1,47.3809335,-122.2348432
Henniker,1,43.1798323,-71.82228719999999
Dunwoody,1,33.9462125,-84.3346473
Mableton,1,33.8187167,-84.5824329
Cincinnati,1,39.1031182,-84.5120196
Westerly,1,41.3775987,-71.82728709999999
Emmaus,1,33.7267997,-84.3883761
Athol,1,42.59593290000001,-72.2267383
Waggaman,1,29.9185388,-90.2109093
Spring Valley,1,32.744774,-116.998916
Southlake,1,32.9412363,-97.1341783
Irvine,1,33.6845673,-117.8265049
Copiague,1,40.6814892,-73.3998445
Saint Johnsbury,1,44.4192627,-72.0151184
Euless,1,32.8370727,-97.08195409999999
Mount Dora,1,28.8024918,-81.644519
Saint Louis Park,1,44.9597376,-93.3702186
Elyria,1,41.3683798,-82.10764859999999
Machesney Park,1,42.3472406,-89.03899559999999
Burnsville,1,44.7677424,-93.27772259999999
Potsdam,1,52.3905689,13.0644729
Ukiah,1,39.1501709,-123.2077831
